,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
684,6/21/2020 23:48,6.76E+11,fraud_Kozey-Kuhlman,personal_care,163.49,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,6/9/2000,90b9ee2d6b106676737344389294ead7,1371858485,41.540327,-79.948232,0
685,6/21/2020 21:36,3.50E+15,"fraud_Graham, Hegmann and Hammes",food_dining,5.17,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,11/30/1999,8a3baa6b516735dac13383f59b9b16e2,1371850572,32.87572,-113.11204,0
686,6/21/2020 12:32,2.23E+15,fraud_Bauch-Blanda,entertainment,121.46,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",10/22/1979,1c819bcf6e07bd61322a1e61e8f0c70f,1371817956,27.482301,-83.200829,0
687,6/21/2020 22:10,3.52E+15,"fraud_Ruecker, Beer and Collier",shopping_net,9.2,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,11/30/1975,9928d5e985d94eeb27939656a341e655,1371852620,39.088067,-85.274225,0
688,6/21/2020 15:11,6.76E+11,fraud_Ziemann-Waters,health_fitness,80.21,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,12/10/1971,44eaf18c7009474e4d27e00e6f415fe5,1371827496,38.527293,-81.353943,0
689,6/21/2020 16:40,4.84E+15,"fraud_Kling, Howe and Schneider",home,22.58,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,4/12/1979,398e27bb6c6611a287f961ab0b7d1bd7,1371832803,46.423786,-85.983681,0
690,8/14/2020 1:25,2.24E+15,fraud_Fisher-Schowalter,shopping_net,866.33,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,12/16/1980,0824dbfa09bd9b5fb4e09aee1dcab6c2,1376443533,41.76177,-104.152935,1
691,6/21/2020 12:51,2.72E+15,fraud_Powlowski-Weimann,food_dining,1.92,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,91a54264afc003d048c777e4ad5b1afc,1371819086,44.191357,-70.730185,0
692,6/21/2020 19:16,4.90E+15,fraud_Crooks and Sons,personal_care,4.79,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,136a6830ba3a52dcfe1a25c5a3ff10df,1371842167,42.022296,-73.809706,0
693,6/25/2020 23:37,3.59E+15,fraud_Lemke and Sons,travel,4.64,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,77177e8f49edc26821f92714d1ec7669,1372203439,44.031055,-68.815604,1
694,6/24/2020 22:30,1.80E+14,fraud_Sawayn PLC,shopping_pos,996.31,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,5b52378eee32883f0dd60e506ac911fd,1372113010,43.110777,-78.685005,1
695,6/21/2020 16:47,3.04E+13,fraud_Boyer PLC,shopping_net,2.65,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,10/9/1973,6fadc8942bf7bc986fdc3f199c95bbc4,1371833231,32.724204,-80.632298,0
696,6/21/2020 22:51,3.02E+13,fraud_Erdman-Durgan,health_fitness,83.11,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1/2/1976,975f21ecec3637dfe0d14646417a6c87,1371855112,31.23449,-97.158043,0
697,7/18/2020 22:10,3.53E+15,fraud_Kerluke-Abshire,shopping_net,988.18,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1/15/1978,22a5a0ffee29d19050b4767ea0dc819d,1374185431,44.349078,-109.156419,1
698,6/21/2020 22:37,3.44E+14,"fraud_Bernhard, Grant and Langworth",shopping_pos,8.13,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",10/11/1975,7e02fcf3d2ed0b5a83db4f8fbcb8637d,1371854226,45.02148,-86.177307,0
699,6/21/2020 20:37,4.88E+15,fraud_Connelly-Carter,home,65.11,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",8/14/1949,6ee64c1a5f1751111afbcfa70fbb3569,1371847063,41.721343,-94.57197,0
700,6/21/2020 22:32,2.25E+15,fraud_Pollich LLC,home,52.65,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,3/26/1976,b7543dc6aec6a869a1e37f3f9d813238,1371853949,38.528897,-75.877513,0
701,6/21/2020 20:16,3.57E+15,fraud_Champlin-Casper,home,15.28,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",8/14/1958,a241e093da8be83ecac8aae5e7df7748,1371845816,44.914746,-76.197162,0
702,6/21/2020 22:04,3.58E+15,fraud_Schmeler-Howe,personal_care,49.43,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/1970,d555a836b78cded8e06f3fed7fdf0f66,1371852245,35.372188,-98.390298,0
703,6/21/2020 16:52,3.56E+15,fraud_Waelchi-Wolf,kids_pets,132.8,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),7/17/1977,466f4006bc52e813078c112aa0d1b6ac,1371833577,45.432668,-122.044365,0
704,6/21/2020 14:43,4.59E+18,fraud_Conroy-Emard,food_dining,6.08,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",5/8/2004,2856807e2595d232ec4751b7ccd6cb58,1371825793,41.513909,-87.945399,0
705,6/21/2020 17:26,3.80E+14,"fraud_Lang, Towne and Schuppe",kids_pets,33.63,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,2/28/1930,abe48360abef5219e26ce89b03376cf1,1371835560,37.758686,-85.753971,0
706,6/21/2020 20:37,2.71E+15,fraud_Stoltenberg-Beatty,shopping_pos,2.11,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,b61012985c189c4f8ef384466e9fa60f,1371847043,30.153334,-92.136206,0
707,6/21/2020 19:16,6.01E+15,"fraud_Heathcote, Yost and Kertzmann",shopping_net,6.38,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",9/1/1971,af9a41437a9045da96aa40ec3d85218f,1371842197,35.486725,-96.804518,0
708,6/21/2020 15:09,4.86E+18,fraud_Bogisich-Weimann,kids_pets,46.34,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,9/29/1993,edfa5b345d55d670980266990fd061fa,1371827367,44.157774,-71.5398,0
709,6/29/2020 8:16,5.72E+11,"fraud_Osinski, Ledner and Leuschke",grocery_pos,344.74,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,29adf16de2a376ca8ac610a8dad5d0dc,1372493800,37.618824,-85.437693,1
710,9/6/2020 1:54,3.69E+13,fraud_Stark-Batz,entertainment,429.9,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,2/11/1971,cb8f9890639d8579053847bef063a2b2,1378432493,42.986073,-116.349024,1
711,8/10/2020 22:16,3.02E+13,fraud_Langworth LLC,personal_care,20.71,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1/2/1976,3a3916592fd587b5328e7d291bd1c6c6,1376172985,31.222918,-96.833305,1
712,9/9/2020 22:05,5.70E+11,fraud_Bauch-Raynor,grocery_pos,315.06,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",2/3/1965,42613d8e316e80b1cce3e2ea812365d2,1378764306,33.156624,-82.979507,1
713,8/25/2020 23:52,4.12E+15,fraud_Donnelly PLC,misc_net,854.79,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,8/19/1945,c15de707657bc9c3b6f0e4b384511cd8,1377474724,40.600429,-88.638996,1
714,8/30/2020 3:09,6.60E+15,fraud_Cole PLC,grocery_pos,328.89,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1/15/1959,224aa1d407d47a82a192be3cc9ea5d77,1377832172,44.156689,-94.212331,1
715,6/21/2020 17:58,5.10E+15,"fraud_Bahringer, Schoen and Corkery",shopping_pos,4.96,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,7/8/1978,feec75122016d0f4360367eeeffcf01d,1371837522,41.793191,-72.135386,0
716,6/27/2020 0:42,3.57E+15,"fraud_Stroman, Hudson and Erdman",gas_transport,18.25,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,2e8c9135069fbe6f5aa93a8fa2ac655f,1372293738,44.744951,-98.214561,1
717,6/21/2020 18:45,3.70E+14,fraud_Rolfson-Kunde,personal_care,102.96,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",9/3/1951,c2efb6157aa5c8153d6d0671190bd33e,1371840346,30.90264,-89.77714,0
718,6/21/2020 14:33,3.45E+14,fraud_Williamson LLC,misc_pos,41.07,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1/30/1986,3333ee10b2f8627d42f926e02cbaf3b4,1371825196,26.685826,-81.346494,0
719,7/3/2020 22:31,3.54E+15,"fraud_Schmeler, Bashirian and Price",shopping_net,1115.94,Stephanie,Freeman,F,44613 James Turnpike,Rice,MN,56367,45.7364,-94.1658,6263,"Engineer, water",5/30/1944,23ac0038963b49b09d06a0169123cef3,1372890660,45.518257,-94.170698,1
720,6/21/2020 12:26,6.52E+15,"fraud_Feil, Hilpert and Koss",food_dining,82.32,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",6/11/1958,5a13c85ba5d478ee2bed550c6ab71c1e,1371817586,31.422908,-90.012124,0
721,7/11/2020 1:43,6.76E+11,"fraud_Schumm, Bauch and Ondricka",grocery_pos,309.97,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,8/24/1967,5f2496bf128b4895cde22e1106d6782f,1373507036,41.30634,-97.523575,1
722,6/21/2020 18:54,6.51E+15,fraud_Schimmel-Olson,kids_pets,15.03,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,8/24/1946,164bf2cee9ef0fc04eeffdfe7849bd02,1371840868,38.664563,-114.817997,0
723,6/21/2020 20:57,3.58E+15,fraud_Schuppe LLC,entertainment,92.07,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,8/8/1966,cf65db22cc0139fe97f0a807b5144c24,1371848254,33.857656,-92.794284,0
724,8/3/2020 22:48,2.36E+15,fraud_Schmidt and Sons,shopping_net,1037.21,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",10/30/1924,10ad75eeb90c45a7f64543463a52d998,1375570081,39.167276,-77.027134,1
725,9/2/2020 10:03,4.00E+15,fraud_Vandervort-Funk,grocery_pos,308.53,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,2/8/1989,4631ec472af86edae5b2f3230aad44f0,1378116207,33.963573,-87.201729,1
726,6/21/2020 13:57,4.23E+15,"fraud_McDermott, Osinski and Morar",home,142.1,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,5/3/1990,8a737175aa6b2e94ada175e0f6c03410,1371823030,36.697565,-85.711371,0
727,7/20/2020 3:05,3.76E+14,"fraud_Swift, Bradtke and Marquardt",grocery_net,8.39,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,3/28/1986,c2a4a1fc199b9e710c6959b9d2f7a4f1,1374289554,38.424982,-79.419165,1
728,6/21/2020 15:41,1.80E+14,fraud_Brown Inc,kids_pets,42.32,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,2aaec19f82e2cad408195bf48588aff8,1371829292,40.651547,-91.37384,0
729,8/9/2020 0:15,4.48E+12,fraud_Sporer Inc,gas_transport,7.3,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,0358e5bc11e45d42152dc5ac5232f88a,1376007335,33.732201,-85.577428,1
730,6/21/2020 16:15,2.13E+14,fraud_Champlin and Sons,home,11.32,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",12/10/1954,2f8a417b854534322560ba2753553a72,1371831358,32.831172,-100.669914,0
731,9/8/2020 1:01,5.70E+11,fraud_Lockman Ltd,grocery_pos,363.98,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",2/3/1965,27b9c817943e31876759e6efc50a466d,1378602114,32.637526,-83.836685,1
732,6/21/2020 16:34,3.81E+13,fraud_Kris-Padberg,shopping_pos,7.83,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,9/11/1995,3094d3ae80a3a90a72ddddbadffed5d6,1371832445,30.498883,-95.877962,0
733,7/12/2020 1:33,3.54E+15,"fraud_Parisian, Schiller and Altenwerth",misc_net,814.9,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1/27/1987,b930465c977e02369ea29d31ebdec0e2,1373592789,44.302549,-93.167974,1
734,6/21/2020 17:41,3.55E+15,fraud_Maggio-Fahey,misc_pos,133.33,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/1984,73bc3be0739135491ba9df47b68cc984,1371836461,48.843511,-122.198279,0
735,8/24/2020 23:27,4.47E+12,fraud_Pagac LLC,shopping_pos,787.07,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,10/24/1927,5e1c1317711b364fff7aed62f8d3c70c,1377386827,36.328401,-80.412443,1
736,6/21/2020 18:42,2.13E+14,"fraud_Heathcote, Yost and Kertzmann",shopping_net,5.11,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,2837df0589b5763b1d4e5a9f6a43fb1c,1371840172,41.129569,-109.187511,0
737,7/5/2020 22:49,4.99E+18,fraud_Cartwright PLC,kids_pets,19.44,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,7/9/1994,418f9df03ce9c83407f01a23d725c421,1373064580,34.216526,-81.815763,1
738,6/21/2020 14:25,60487002085,fraud_Crona and Sons,kids_pets,8.92,David,White,M,66234 Hall Lock Suite 758,Jackson,MS,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",8/15/1972,6a22a4daffd8b2b0984ed366f66ffba0,1371824749,32.319881,-89.437195,0
739,6/21/2020 14:54,4.59E+15,"fraud_Witting, Beer and Ernser",home,148.12,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",7/5/1997,ef92bbb13ac2aa7edfcaf18e1bd5d019,1371826451,32.332915,-79.529226,0
740,8/7/2020 22:27,3.76E+14,fraud_Hermann and Sons,shopping_pos,1043.4,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,80a1a271990ee56b0c6d5e31013962ee,1375914468,41.786423,-101.020784,1
741,6/21/2020 21:14,3.54E+15,fraud_Wilkinson PLC,kids_pets,109.79,Carolyn,Thomas,F,755 Solis Isle Suite 075,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,5/7/1952,086496f27a8cd96815122bf6e7e50585,1371849282,37.778486,-90.336469,0
742,8/27/2020 23:34,6.01E+15,fraud_Kilback LLC,grocery_pos,312.87,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",5/28/1943,8fd9cbfbeecbfda75322e6c12795d627,1377646468,39.468334,-77.437989,1
743,6/21/2020 21:28,4.71E+15,fraud_Homenick LLC,personal_care,40.35,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",9/8/1938,bfc7273d93d00f6c91d24bb46580147c,1371850136,34.977048,-91.111886,0
744,8/4/2020 3:53,4.73E+18,"fraud_Goldner, Kovacek and Abbott",grocery_pos,322.27,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,ca57ad48e3b9b15445497161e40fbad4,1375588430,29.989522,-86.246005,1
745,6/21/2020 14:50,3.60E+15,fraud_Rolfson-Kunde,personal_care,32.61,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,2/22/1970,a38b8a503bbd5b6517c6ecda1ee4d968,1371826216,41.134903,-82.311256,0
746,6/21/2020 22:02,2.71E+15,"fraud_Torp, Muller and Borer",health_fitness,10.49,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,6dd7c99427a1516af441a80b0e6c3fd8,1371852144,30.212578,-90.523094,0
747,6/21/2020 22:16,6.51E+15,fraud_Lynch Ltd,shopping_pos,1.56,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,4/15/1985,654771093cead6edfe4f4e8d0c69087c,1371852963,33.708138,-94.785528,0
748,8/25/2020 22:39,3.50E+15,fraud_Auer-West,shopping_net,965.6,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,5/26/1952,23a37d907f9ccd33a29aea54b2c1d5b1,1377470361,32.18641,-104.314291,1
749,6/21/2020 19:18,4.90E+15,"fraud_Douglas, Schneider and Turner",shopping_pos,2.8,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,4ba96854c91fe912f97dc5667d8f74e3,1371842335,41.275729,-74.880142,0
750,6/30/2020 4:41,3.06E+13,fraud_Herzog Ltd,misc_pos,8.13,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,67fb6fe6c1d08ae7c237a36aba3dbead,1372567287,36.05983,-81.818185,1
751,8/12/2020 23:17,3.74E+14,"fraud_Ruecker, Beer and Collier",shopping_net,950.19,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",6/30/1948,aeda9105879bb17679aae31171305cd0,1376349436,47.094274,-101.36355,1
752,8/3/2020 0:42,4.65E+15,"fraud_Rohan, White and Aufderhar",misc_net,989.83,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,fa320a6a33fd5459d374da96e47791b3,1375490544,37.792589,-85.244334,1
753,7/18/2020 22:31,2.45E+15,fraud_Conroy Ltd,shopping_pos,822.11,Robert,Andrade,M,27720 Martin Hills,Remer,MN,56672,47.0874,-93.9196,2097,Insurance risk surveyor,10/27/1987,f2d7c66699d2c9d88f624c78de4135f5,1374186716,47.649872,-94.655308,1
754,6/21/2020 13:20,1.80E+14,"fraud_Windler, Goodwin and Kovacek",home,49.78,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,12/8/1953,dbc1f8f279eb6d8a427226e47a3bbb48,1371820822,35.013372,-81.23403,0
755,6/21/2020 12:36,3.59E+15,fraud_Kihn Inc,shopping_pos,189.99,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",12/20/1975,bb3889edf0a90703cc3e281322e9aef1,1371818177,34.44252,-92.264081,0
756,6/21/2020 23:12,3.00E+13,fraud_Stark-Koss,home,24.36,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,10/9/1970,609f4798f36a553ebe79efedc0e95554,1371856375,42.255306,-79.725207,0
757,6/21/2020 13:06,3.58E+15,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,12.32,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,10/6/1968,e425481e14107e857910b3112ffd09c2,1371819970,36.366507,-89.559427,0
758,6/21/2020 15:35,2.25E+15,fraud_Schuppe-Schuppe,food_dining,4.66,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,8/5/1960,5991327c4631fef4e8d4754be562cc2c,1371828918,41.700131,-81.791089,0
759,7/20/2020 23:10,4.87E+15,fraud_Erdman-Ebert,personal_care,21.48,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,5/28/1982,57f4fc4fdd55f5023182483796c0f44b,1374361836,45.299985,-122.538645,1
760,6/21/2020 20:49,4.45E+15,fraud_Nader-Maggio,personal_care,33.77,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,9/11/1999,306cb0cd5f6bd863e6c08b701017aceb,1371847767,35.042338,-93.426062,0
761,6/21/2020 13:35,4.82E+15,fraud_Conroy-Emard,food_dining,11.18,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1/1/1991,0183bebc44f97bd8ed49a27e7504ad0a,1371821701,28.944803,-81.819858,0
762,6/21/2020 13:45,4.22E+18,"fraud_Reichel, Bradtke and Blanda",travel,16.68,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,5/22/1966,400b587f7f36ad9ec7113a19eb54b9b6,1371822359,34.447356,-118.073953,0
763,6/21/2020 17:05,3.46E+14,fraud_Fahey Inc,kids_pets,76.33,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,3/19/1985,b05294f35dd1baf1ac0a5a525b2e872e,1371834323,37.826318,-75.542277,0
764,6/21/2020 17:55,3.55E+15,fraud_Stark-Koss,home,38.87,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,10/9/1976,aae847c99da6527b9dd9be98e2d6ab0c,1371837359,43.502814,-75.190999,0
765,8/3/2020 0:41,3.58E+15,fraud_Lockman Ltd,grocery_pos,354.63,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,11/12/1994,81623108c2a9696464a26c715605658e,1375490462,46.85439,-96.341042,1
766,9/1/2020 14:11,1.80E+14,fraud_Kris-Weimann,misc_net,920.01,Evan,Santiago,M,9652 Ford Ford Apt. 566,Arlington,VA,22204,38.859,-77.0997,207410,Historic buildings inspector/conservation officer,11/14/1968,ebf626e6e7de14a90201b30371004cc8,1378044660,38.804966,-76.15103,1
767,8/20/2020 2:07,3.76E+14,fraud_Miller-Hauck,grocery_pos,334.1,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,4/6/1973,37a90f0b8c7c4ce905fa107e9ddeefd6,1376964465,42.339527,-73.563004,1
768,6/21/2020 17:39,2.13E+14,fraud_Schmidt-Larkin,home,6.8,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,7/24/1969,c6bcc83536f6d419d00088e3fbfeb8a2,1371836394,42.029293,-92.637066,0
769,6/21/2020 22:13,2.13E+14,fraud_Schaefer Ltd,kids_pets,8.2,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",9/11/1993,7f8babc681b73bb39d3b96f7e65fc99b,1371852826,43.13753,-108.696889,0
770,7/5/2020 0:18,4.46E+18,"fraud_Casper, Hand and Zulauf",grocery_pos,343.75,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,11/26/1945,9e14e84443b2d791cf399fc4485ad732,1372983513,31.462816,-105.918915,1
771,8/11/2020 22:00,4.34E+15,fraud_Bashirian Group,shopping_net,1125.06,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,5/20/1998,10bcbe287fdbeab86b845becb57150bd,1376258457,38.696249,-91.30544,1
772,6/21/2020 20:07,3.52E+15,"fraud_Gottlieb, Considine and Schultz",shopping_net,376.65,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,11/12/1996,0af045d8a5b4ae876b90f72ea496a6b6,1371845241,39.170785,-83.522679,0
773,6/21/2020 15:02,4.86E+12,fraud_Ankunding-Carroll,travel,4.36,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,9/15/1956,4a2301a36c1f4aa8878a470e18829e5f,1371826960,41.637348,-78.275198,0
774,7/7/2020 18:19,4.71E+15,fraud_Stoltenberg-Beatty,shopping_pos,892.88,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1/26/1981,9c3392899b2a9f7c6a42add048ef6171,1373221150,46.082516,-101.105451,1
775,6/21/2020 12:29,4.11E+18,"fraud_Yost, Schamberger and Windler",kids_pets,31.19,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",11/6/1986,e7b73a4e22392a7800afdca8c230878f,1371817776,33.693106,-89.594744,0
